id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
82770,49657,Jurassic Park Institute Tour: Dinosaur Rescue,NULL,2003-08-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82808,61241,Heartbeat Boxing,NULL,2003-02-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83006,61914,Kamen Rider: Seigi no Keifu,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83057,126296,Onegai ☆ Teacher,NULL,2003-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83132,167146,Stellar Gun,NULL,2003-02-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83159,142143,Energy Airforce: aimStrike!,NULL,2003-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83965,115761,TibiaMe,NULL,2003-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83982,193326,Rayman 3,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84001,40143,Gals Panic S3,NULL,2003-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84050,125491,Crimson Alive: Burst Again,NULL,2003-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84109,193325,Rayman 3,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84493,3788,Aquaman: Battle for Atlantis,NULL,2003-07-23 00:00:00.000,1,NULL,NULL,NULL,35.0000,0
84569,5959,NCAA March Madness 2004,NULL,2003-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84754,3929,Gekitō Pro Yakyū,NULL,2003-09-11 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,0
85091,49687,Minami no Umi no Odyssey,NULL,2003-11-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85129,49431,Rescue Heroes: Billy Blazes,NULL,2003-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85280,6644,Ultimate Brain Games,NULL,2003-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85452,6711,After...,"The story in this game consists of two main parts. First part focusing on school days and a group of students who set out on a hiking trip in Japanese Alps. However, the protagonist of the story, Yuuichi Takawashi, dies in an accident during mountain climbing. But because of the reincarnation process of the soul, Yuuichi's memories are played. But in order to playback the memories of the soul, it is necessary to have someone in your heart who you really want to meet. And so the story flashback to the memories of high-school when you were in third year and play until the day of your accident. Second part start with Yuuichi waking up in a hospital. But not is his own body, but rather in that of whomever you made heroine in the first part of the story. Your soul is sort-of possessing that person's body. You want to tell people you know that you are still alive somehow, but because you are not really you, it appears to be rather difficult feat to achieve. But it is a matter of time when the soul decides to merge, and because two souls cannot forever occupy the same body, the one that doesn't merge will disappear, and if Yuuichi's soul merges, he will continue to live on in this body.",2003-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85623,5723,AMF Bowling 2004,NULL,2003-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85661,5234,Top Spin,NULL,2003-10-28 00:00:00.000,5,NULL,80.0000,3,72.5182,14
85791,55119,Sid Meier's Civilization III: Gold Edition,NULL,2003-11-04 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
86136,43351,Psyvariar: Complete Edition,NULL,2003-10-26 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
86984,72737,Angel's Feather,"It begins when Hamura Shou comes to Yuusei Academy, from there it branches out into the truth behind his past, and his twin brother, Kai's as well (though they both have the same name, they are referenced differently). It also portrays shōnen-ai between Kai and Nagi (his supposed best friend).",2003-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87070,50451,Deep Sea Tycoon,NULL,2003-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87441,64453,Legend of Mulan,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87555,49525,Bouken Yuuki Pluster World: Pluston GP,NULL,2003-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87563,7492,Romance of the Three Kingdoms IX,NULL,2003-05-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87657,49414,Oriental Blue,NULL,2003-10-24 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
87790,4161,Special Jinsei Game,NULL,2003-05-01 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,0
87872,81425,Journey to the Center of the Earth: Gold Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87985,49296,Hardcore Pinball,NULL,2003-01-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88007,49544,Gourmet Kitchen: Suteki na Obentou,NULL,2003-04-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88122,49527,Bouken Yuuki Pluster World: Densetsu no Plust Gate,NULL,2003-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88362,148506,Tokyo Cop,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88550,92475,Shin Megami Tensei: Devil Children - Book of Ice,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88630,128564,Tuboflex,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88765,836,Prince of Persia: The Sands of Time,"King Sharaman of Persia and his son, known only as the Prince, pass through India en route to Azad and conquer a city with the aid of the local Maharajah's traitorous Vizier. During the battle the Prince seeks to win honour and glory in his first battle and heads straight to the Maharajah's treasure vaults, where he discovers the mythical Sands of Time safely contained within their Hourglass and the Dagger of Time, which he quickly learns can turn back time a short amount. When the Prince presents the dagger to his father, the traitorous Vizier demands it as payment, but is refused by King Sharaman. The Persians then continue on their journey to Azad with the wealth of prisoners taken from the Maharajah, among them the Maharajah's beautiful daughter, Princess Farah.  In Azad, the Vizier, now in the service of King Sharaman, tricks the Prince into using the Dagger to release the Sands of Time from the Hourglass. A horrific sandstorm engulfs the kingdom and the Sands of Time turn all the occupants of the palace into monsters. Only the Prince, Farah, and the Vizier remain unchanged due to their possessions; a dagger, a medallion, and a staff, respectively. Amid the catastrophe, the Vizier demands the dagger from the Prince, who refuses and manages to escape.  The Prince soon teams up with Farah in an attempt to return the Sands of Time to the Hourglass, which the Vizier moves to the top of the Tower of Dawn. As they progress through the palace the pair are constantly waylaid by Sand Monsters (including a sand-possessed King Sharaman) and the deadly network of traps set in motion in the hopes of killing the creatures. The Prince becomes steadily more worn until his princely armor is mere shreds and his body covered in bloody wounds.  While initially the Prince does not trust Farah because of the Persians' mistreatment of her, the two begin to grow closer as time goes on After a terrific battle in the ascent of the Tower of Dawn, they reach the Hourglass and are about to complete their mission when the Prince hesitates, suddenly suspicious of what Farah's motives really are. Before Farah can convince the Prince otherwise, the Vizier confronts the pair and uses his magical powers to trap Farah and the Prince in a tomb.  As they wait to die in the tomb Farah tells the Prince, who similarly reveals his claustrophobia, a story she had never told anyone before, about a time when she was little, when her mother told her about a secret magic word which would help her escape anything that scared her: ""Kakolookia"".  As soon as the Prince repeats the word, as if by magic, the Prince finds himself in a mysterious tunnel which winds down into a dreamlike bathhouse that resembles the magic fountains that the Prince earlier used to increase his health. There he meets Farah inviting him to join her bath; as they bathe, the Prince and Farah finally make love and find comfort in each other amid their perilous situation. When the Prince awakens afterwards, he finds himself back in the tomb and discovers that the magical cavern was just a dream, but he believed that Farah had shared it as well. However Farah, the Dagger, and his sword are gone, leaving him with only Farah's medallion to protect him from the Sands of Time.  The Prince, having found a new sword which destroys the sand monsters on contact, pursues and catches up to Farah once more atop the Tower of Dawn, which he must climb from the outside. When the Prince finally reaches the top, he finds Farah being overwhelmed by the sand monsters and she dangles over a cliff by the Dagger, while the Prince grab the blade; and Farah, realizing that the Prince will die to save her, instead sacrifices herself and lets go of the Dagger; and true to the game's prophecy ""if you want to live, die in love"" she falls to her death in the Hourglass room below. The Prince then tries to use the dagger to save her, but finds the sand-tanks empty since Farah had used them all. Enraged by his lover's death, the Prince uses the Dagger to massacre the last of the sand monsters in the tower and descends to weep over Farah's body. As the Prince mourns, the Vizier emerges from the shadows and offers the Prince a partnership in his evil plan, promising him eternal life; however the Prince angrily refuses because those he loved had died, and before the Vizier can stop him, the Prince drives the Dagger of Time into the Hourglass, rewinding time to the night before the invasion of the Maharajah's kingdom. The Prince awakens, still with the Dagger of Time, and secretly finds his way to Farah's bedroom, where he tells her the whole story, which she does not remember as it had not happened yet. However, the Vizier discovers the Prince, and fearing his planned treachery already revealed, attempts to kill both Farah and the Prince, telling that he suffered from consumption and would die in any event and that his plan was to cure his imminent death with eternal life. In the ensuing battle the Prince kills the Vizier. He then returns the Dagger of Time to Farah, who asks why the Prince invented such an unbelievable story to prove the Vizier's treachery. The Prince then kisses Farah, hoping she'll remember; but she rebuffs his advance, and so the Prince uses the dagger to erase the kiss, and instead he falsely tells her that it was just a story. But when Farah asks the Prince his name, he replies, ""Just call me Kakolookia"", before departing, leaving Farah amazed.",2003-11-06 00:00:00.000,201,NULL,84.2222,8,82.2668,514
88911,141624,Yoshi vs. Windows,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89019,142404,Yoshi vs. Windows Platinum,NULL,2003-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89029,22236,Music 3000,NULL,2003-06-30 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
89084,137623,Tetris Kiwamemichi,NULL,2003-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89110,133868,Snake Xenzia,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89241,1966,Rayman 3: Hoodlum Havoc,"The game starts off with Andre, a black lum, flying around and turning red lums into black lums, and therefore creating his army of hoodlums. He then chases Murfy until they stumble upon Rayman and his friend Globox, peacefully resting under a tree. Attempting to hide Rayman up in the tree, Globox grabs the limbless hero's hands, and they naturally come right off. Globox then runs away, and Rayman goes and retrieves his hands. No Caption Provided  Andre then proceeds to the heart of the world, and Rayman goes to stop him. He manages to head him off, but the lum flies straight into Globox's mouth and gets stuck in his stomach! The duo sets out for a doctor's office, where the expert can supposedly get Andre out. Unfortunately, the doctor's musical treatment fails to get the villain out, and he then refers them to another doctor. The second doctor refers them to yet another doctor, and finally the three doctors team up and get Andre out.  Of course, they were unable to catch Andre before he flew away, and so he sets out to take over the world and destroy Rayman. Of course, Rayman sets out to stop him once and for all.",2003-02-21 00:00:00.000,35,NULL,65.0000,2,78.5162,88
89372,62379,Hikaru no Go 3,NULL,2003-03-20 00:00:00.000,NULL,NULL,NULL,NULL,36.0000,0
89816,19252,Cyber Troopers Virtual-On Marz,NULL,2003-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89856,5762,C.A.T.: Cyber Attack Team,NULL,2003-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90048,4217,Tube Slider,NULL,2003-04-17 00:00:00.000,NULL,NULL,65.0000,2,43.0000,0
90178,64337,Bomberman Collection,NULL,2003-03-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90294,39194,Spectral Souls,NULL,2003-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90340,2331,Mario Party 5,NULL,2003-11-10 00:00:00.000,15,NULL,50.0000,2,69.5345,50
90483,3403,Mario Golf: Toadstool Tour,NULL,2003-07-29 00:00:00.000,7,NULL,76.5000,2,71.0301,28
90559,44696,X-Treme Express: World Grand Prix,NULL,2003-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90595,49386,Sea Trader: Rise of Taipan,NULL,2003-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90933,6388,Dragon Quest Monsters: Caravan Heart,NULL,2003-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90975,24100,Hunting Unlimited 2,NULL,2003-09-28 00:00:00.000,NULL,NULL,73.0000,1,NULL,NULL
91288,43930,All Star Racing 2,NULL,2003-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91675,25067,Damage Inc.: Metallica,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91842,21463,Manga Puzzle,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91943,22283,Kya: Dark Lineage,NULL,2003-11-18 00:00:00.000,2,NULL,65.0000,2,NULL,NULL
92109,66470,The Super Dimension Fortress Macross,NULL,2003-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92225,43928,American Pool,NULL,2003-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92242,79718,Disney Princess,NULL,2003-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92662,20410,Jack the Ripper,NULL,2003-12-31 00:00:00.000,NULL,NULL,64.0000,1,NULL,NULL
92703,111165,SKATEBOARD PARK TYCOON: BACK IN THE USA 2004,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92814,49244,Backyard Hockey,NULL,2003-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93082,19215,New World Order,NULL,2003-12-31 00:00:00.000,NULL,NULL,45.0000,2,NULL,NULL
93094,27248,Wings of Honour,NULL,2003-09-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93259,64070,Space Invaders Collection,NULL,2003-09-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93415,45014,Dynasty Warriors 3: Xtreme Legends,NULL,2003-02-11 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
93535,145890,Far East of Eden II: Manjimaru,"The setting starts in a beautiful country named Jipang where the Fire clan and Roots clan have been rivals over centuries since the dawn of time, good versus evil. The home town of Manjimaru Sengoku, a descendant of the Fire clan, is attacked by the Roots clan. He begins a long journey to save the world. Along the way he will meet Danjūrō Kabuki, Tarō Gokuraku and Kinu to help him in his quest.",2003-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93679,3888,Dokapon DX: Wataru Sekai wa Oni Darake,NULL,2003-04-10 00:00:00.000,NULL,NULL,NULL,NULL,33.0000,0
93702,27073,ChoroQ,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93877,45103,CT Special Forces: Back to Hell,NULL,2003-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94041,78882,Crazy Chicken: X,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94257,22241,Sega Arcade Gallery,NULL,2003-06-21 00:00:00.000,NULL,NULL,54.5000,2,NULL,NULL
94645,71108,Abashera,NULL,2003-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94879,110414,Rosso Rabbit in Trouble,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94939,144721,Pokémon Mini: Snorlax's Lunch Time,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94941,3819,Black & Bruised,NULL,2003-01-26 00:00:00.000,NULL,NULL,NULL,NULL,46.0000,1
95089,4079,Vexx,NULL,2003-02-10 00:00:00.000,NULL,NULL,60.5000,4,60.9677,5
95940,180239,Left To My Own Devices,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95991,163160,The Saddle Club: Willowbrook Stables,"The most exciting Saddle Club adventure yet might also be the most difficult and this time you won't have the rest of the Saddle Club to help you. A friend of the Regnerys' has invited Stevie, Lisa, and Carole for a holiday at Willowbrook Stables on Coventry Island. But only one girl and her horse can go, so you'll have to choose which member of the Saddle Club you want to be. And once on the island you'll have to solve a baffling mystery to save Willowbrook Stables from the evil property developer trying to take over.  The island is a complex and colourful world of sights and sounds. It is home to over 30 characters, most of whom have lived there all their lives. Even though the other Saddle Club members won't be with you, you can still keep in touch and tell them all about Willowbrook Stables and your adventures.  Other horse-crazy kids on the island will help you in your quest to save the stables. The skills that Lisa, Carole, and Stevie learned at Pine Hollow will come in handy in your investigations, as horses are just as important on Coventry Island as they are in Willow Creek. Ride all over in search of golden horseshoe clues and collect important information from interesting characters. You can get additional clues and track your progress in your personal game diary.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96309,45100,Motocross Mania 2,NULL,2003-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96493,3825,BlowOut,NULL,2003-10-28 00:00:00.000,NULL,NULL,60.0000,1,30.0000,0
96558,79551,Trickster Online,NULL,2003-04-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96580,8301,Formula One 2003,NULL,2003-07-11 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
